"","Raf","Mek","Plcg","PIP2","PIP3","Erk","Akt","PKA","PKC","P38","Jnk"
"692","[1.61,39.52]","[1,15.1]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"693","[1.61,39.52]","(15.1,24.8]","(24.8,167]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"694","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(45.3,764]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","(44.34,170]","[1,9.82]"
"695","[1.61,39.52]","[1,15.1]","[1,10.8]","(23.3,178]","[1,18.88]","[1,15.32]","(23.5,39.6]","(547,4491]","(16.58,106]","(25,44.34]","[1,9.82]"
"696","(74.3,552]","(24.8,389]","[1,10.8]","(23.3,178]","(45.3,764]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","[1.53,25]","[1,9.82]"
"697","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"698","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"699","[1.61,39.52]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"700","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"701","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","(45.3,764]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"702","(74.3,552]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","(15.32,25.3]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"703","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"704","(39.52,74.3]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(16.58,106]","(44.34,170]","[1,9.82]"
"705","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"706","(39.52,74.3]","(15.1,24.8]","(24.8,167]","(178,843]","(45.3,764]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"707","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"708","[1.61,39.52]","(15.1,24.8]","(24.8,167]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(547,4491]","(16.58,106]","(44.34,170]","(35.9,343]"
"709","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"710","[1.61,39.52]","(24.8,389]","(10.8,24.8]","(178,843]","(45.3,764]","[1,15.32]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"711","(39.52,74.3]","(24.8,389]","[1,10.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"712","[1.61,39.52]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","[1.53,25]","(9.82,35.9]"
"713","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","(25,44.34]","[1,9.82]"
"714","(39.52,74.3]","(15.1,24.8]","(24.8,167]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(35.9,343]"
"715","[1.61,39.52]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"716","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(45.3,764]","[1,15.32]","[1.7,23.5]","[1.95,192.2]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"717","(74.3,552]","(15.1,24.8]","[1,10.8]","[1.11,23.3]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","(25,44.34]","[1,9.82]"
"718","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","(45.3,764]","(15.32,25.3]","(39.6,3555]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"719","(74.3,552]","(24.8,389]","[1,10.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(9.82,35.9]"
"720","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"721","[1.61,39.52]","(15.1,24.8]","(24.8,167]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","(25,44.34]","(35.9,343]"
"722","(74.3,552]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"723","[1.61,39.52]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"724","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"725","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(547,4491]","(16.58,106]","(44.34,170]","(35.9,343]"
"726","(39.52,74.3]","(15.1,24.8]","(24.8,167]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","[1,9.82]"
"727","[1.61,39.52]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"728","(39.52,74.3]","(24.8,389]","(24.8,167]","(23.3,178]","[1,18.88]","[1,15.32]","(23.5,39.6]","(547,4491]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"729","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","(35.9,343]"
"730","(39.52,74.3]","[1,15.1]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"731","[1.61,39.52]","(15.1,24.8]","(24.8,167]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"732","(39.52,74.3]","(15.1,24.8]","[1,10.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(39.6,3555]","(547,4491]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"733","[1.61,39.52]","(15.1,24.8]","[1,10.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"734","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"735","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"736","(39.52,74.3]","(15.1,24.8]","[1,10.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"737","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(547,4491]","[1,8.06]","(44.34,170]","[1,9.82]"
"738","(39.52,74.3]","(15.1,24.8]","(24.8,167]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"739","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","(23.5,39.6]","(547,4491]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"740","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","(25,44.34]","(35.9,343]"
"741","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(45.3,764]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"742","(39.52,74.3]","(24.8,389]","[1,10.8]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(192.2,547]","(16.58,106]","(25,44.34]","[1,9.82]"
"743","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"744","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(192.2,547]","[1,8.06]","(44.34,170]","(9.82,35.9]"
"745","[1.61,39.52]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"746","(74.3,552]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"747","[1.61,39.52]","(24.8,389]","[1,10.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"748","(39.52,74.3]","[1,15.1]","(24.8,167]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","(25,44.34]","[1,9.82]"
"749","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"750","(39.52,74.3]","(15.1,24.8]","(24.8,167]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"751","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"752","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(547,4491]","(16.58,106]","(44.34,170]","(35.9,343]"
"753","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","[1.95,192.2]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"754","[1.61,39.52]","(15.1,24.8]","(24.8,167]","(23.3,178]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","[1,9.82]"
"755","(74.3,552]","(24.8,389]","(24.8,167]","(178,843]","(45.3,764]","(25.3,2571]","(39.6,3555]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"756","[1.61,39.52]","[1,15.1]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","[1.95,192.2]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"757","(39.52,74.3]","(24.8,389]","[1,10.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(547,4491]","[1,8.06]","(25,44.34]","(35.9,343]"
"758","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"759","[1.61,39.52]","(15.1,24.8]","(24.8,167]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"760","[1.61,39.52]","[1,15.1]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","[1,8.06]","(44.34,170]","[1,9.82]"
"761","(74.3,552]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"762","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","[1.53,25]","[1,9.82]"
"763","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"764","(39.52,74.3]","(15.1,24.8]","(24.8,167]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"765","[1.61,39.52]","[1,15.1]","[1,10.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(44.34,170]","(35.9,343]"
"766","[1.61,39.52]","(15.1,24.8]","[1,10.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","[1,9.82]"
"767","(39.52,74.3]","(15.1,24.8]","(24.8,167]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"768","[1.61,39.52]","(15.1,24.8]","(24.8,167]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"769","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(39.6,3555]","(547,4491]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"770","(39.52,74.3]","(24.8,389]","(24.8,167]","(23.3,178]","(45.3,764]","[1,15.32]","(23.5,39.6]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"771","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"772","[1.61,39.52]","[1,15.1]","(24.8,167]","(23.3,178]","(45.3,764]","[1,15.32]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"773","[1.61,39.52]","(15.1,24.8]","(24.8,167]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"774","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","(23.5,39.6]","[1.95,192.2]","[1,8.06]","[1.53,25]","(35.9,343]"
"775","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"776","[1.61,39.52]","[1,15.1]","(24.8,167]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"777","(39.52,74.3]","[1,15.1]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","[1.95,192.2]","(8.06,16.58]","(25,44.34]","[1,9.82]"
"778","[1.61,39.52]","[1,15.1]","(24.8,167]","(23.3,178]","(45.3,764]","(25.3,2571]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"779","[1.61,39.52]","(15.1,24.8]","[1,10.8]","[1.11,23.3]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"780","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","[1,9.82]"
"781","(39.52,74.3]","(24.8,389]","[1,10.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","[1.95,192.2]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"782","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"783","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","(25,44.34]","(35.9,343]"
"784","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"785","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"786","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"787","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"788","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"789","[1.61,39.52]","(15.1,24.8]","[1,10.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"790","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"791","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","(45.3,764]","[1,15.32]","(23.5,39.6]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"792","[1.61,39.52]","[1,15.1]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"793","(39.52,74.3]","(24.8,389]","[1,10.8]","[1.11,23.3]","(45.3,764]","[1,15.32]","[1.7,23.5]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"794","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"795","(74.3,552]","(24.8,389]","(24.8,167]","(178,843]","(45.3,764]","[1,15.32]","[1.7,23.5]","[1.95,192.2]","[1,8.06]","(25,44.34]","(35.9,343]"
"796","[1.61,39.52]","(15.1,24.8]","(24.8,167]","(23.3,178]","[1,18.88]","[1,15.32]","(39.6,3555]","(547,4491]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"797","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(35.9,343]"
"798","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(178,843]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"799","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"800","[1.61,39.52]","[1,15.1]","[1,10.8]","(178,843]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","[1.95,192.2]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"801","(39.52,74.3]","(15.1,24.8]","[1,10.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"802","[1.61,39.52]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(9.82,35.9]"
"803","(39.52,74.3]","(15.1,24.8]","[1,10.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"804","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"805","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(39.6,3555]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"806","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","[1,8.06]","(25,44.34]","(35.9,343]"
"807","(39.52,74.3]","(24.8,389]","[1,10.8]","(178,843]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"808","(74.3,552]","(15.1,24.8]","(24.8,167]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"809","(39.52,74.3]","(15.1,24.8]","[1,10.8]","(23.3,178]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"810","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","(45.3,764]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","[1,9.82]"
"811","(39.52,74.3]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(39.6,3555]","(192.2,547]","[1,8.06]","[1.53,25]","(9.82,35.9]"
"812","(74.3,552]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"813","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(45.3,764]","[1,15.32]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"814","[1.61,39.52]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","[1,9.82]"
"815","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"816","(74.3,552]","(24.8,389]","(10.8,24.8]","(178,843]","(45.3,764]","(25.3,2571]","(39.6,3555]","(192.2,547]","(16.58,106]","(44.34,170]","(35.9,343]"
"817","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"818","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","(15.32,25.3]","(39.6,3555]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"819","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(192.2,547]","(16.58,106]","(44.34,170]","(35.9,343]"
"820","(74.3,552]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"821","[1.61,39.52]","(15.1,24.8]","(24.8,167]","(23.3,178]","(45.3,764]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"822","[1.61,39.52]","(24.8,389]","(24.8,167]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(39.6,3555]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"823","(39.52,74.3]","(15.1,24.8]","(24.8,167]","(23.3,178]","(45.3,764]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","(35.9,343]"
"824","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"825","(74.3,552]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","(45.3,764]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"826","(74.3,552]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","(25,44.34]","(35.9,343]"
"827","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"828","[1.61,39.52]","[1,15.1]","(24.8,167]","(178,843]","(45.3,764]","(25.3,2571]","(39.6,3555]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
